age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
59,0,1,2,24240.19,-0.6735555229558099,0,-0.9806065601424988,743,17173.72,0,0.40503809699366866,36,0.45974942155570997,9,0.8858202625343587,-0.24107760006487058,-0.0014038555027330593,1,0,-0.9128364532933809,1
72,1,1,1,20172.98,-0.8154314616124343,0,0.3996003643916642,531,22663.89,1,2.21453510566836,60,0.42803232021896953,25,-0.005257357960922172,-0.6378833122149342,-0.606382390133665,1,0,0.31314676302919364,1
49,1,0,0,26181.8,-0.6058281172950976,0,0.5423803910676122,779,3631.36,2,-1.1752013721204293,60,-1.3812262101093216,8,-1.3418737887038437,-1.0223611913029556,-0.8886164620124268,0,0,-1.5258280614546682,1
35,1,0,0,11873.84,-1.1049221691581201,0,0.827940444419508,809,14939.23,7,-1.8056596059120638,36,0.045315058394468505,4,0.8858202625343587,-0.9404571287320891,-0.8428952746671501,4,0,1.539129979351768,1
63,2,0,4,25326.44,-0.6356650114576167,0,0.7898657706392551,663,16551.71,0,1.1460312159305894,60,-0.2189455666350657,19,-1.7874125989514842,-0.9617456956933433,-0.9294679052738194,2,0,-0.29984484513209364,1
28,0,0,0,55559.8,0.41894027233610964,0,-0.9139758810270563,774,12724.02,1,0.13484171108296797,60,-0.6113126928157507,5,-0.8963349784562031,0.8481063445175264,-0.4234313125614655,0,0,-0.9128364532933809,1
41,0,0,1,24642.88,-0.6595119230799328,3,-0.11440773164174813,742,5905.27,0,0.03249459520770259,36,-0.9399542996631459,7,0.4402814522867183,-0.9335989426933708,-0.5221133196771122,3,0,0.31314676302919364,0
59,1,0,1,52610.69,0.3160682870754384,0,-0.3999677849936439,810,15136.35,1,-1.6173409127015759,36,0.07954476592206436,2,-0.45079616820856266,0.8207402206263863,-0.4734965482598702,0,0,-1.5258280614546682,1
39,2,0,0,62922.05,0.6757518787697328,0,-0.9806065601424988,724,500.0,3,-1.0032582174499836,36,-1.6004419966158387,13,0.4402814522867183,-0.1816766905597948,-0.39153641591487365,3,0,0.9261383711904809,1
43,1,0,0,53439.89,0.34499266118640987,0,1.8845126418215221,796,14712.38,0,-0.2417956753380086,36,0.11544954424356355,5,-0.45079616820856266,-0.24738215937488325,-0.3749996326504488,2,0,-0.29984484513209364,0
31,1,1,0,37067.58,-0.2261109431847235,1,-0.10488906319668492,722,24847.59,0,1.1296556773905473,36,1.4845286015999641,12,-0.8963349784562031,-0.5258412909836362,-0.33991067507197387,1,0,-0.29984484513209364,1
31,1,1,1,73500.9,1.0447699645693045,0,-0.06681438941643213,687,500.0,2,0.17168667279806346,36,-1.5979658050074594,11,0.4402814522867183,0.895338877795513,1.28519095693238,1,0,-0.29984484513209364,1
44,0,0,2,71284.88,0.9674694701109379,0,1.2943551982276043,738,16352.99,1,-0.8927233323046964,36,0.26850003439088793,13,-1.3418737887038437,0.2581851428719304,0.5552173943504352,0,0,-1.5258280614546682,1
73,1,1,1,23763.07,-0.6901985492170578,0,0.9040897919800136,637,18191.26,3,0.7857693680496557,36,0.6152032741464614,18,-0.005257357960922172,-0.6161111314873231,-0.8747632815065421,4,0,0.9261383711904809,1
56,1,2,1,21597.98,-0.7657242340338831,0,-0.22863175298250654,764,14908.25,4,-1.5968714895265224,36,0.05460077692589079,5,1.3313590727819993,-0.5663454860517544,-0.903884046377021,0,0,-0.9128364532933809,1
60,1,1,1,27877.04,-0.546694306431755,2,0.875533786644824,618,15819.7,2,-0.028913674317456783,36,0.26332916367927256,17,-0.45079616820856266,-0.38666477464852833,0.3720807771085569,6,0,2.1521215875130553,0
44,0,3,2,30137.96,-0.46782829592165126,0,-1.1233865868184467,720,10886.6,3,0.6916100214444114,36,-0.3025170334178659,10,-1.7874125989514842,-0.2952744183201132,-0.8762417727390779,1,0,-0.9128364532933809,1
23,0,0,1,73356.57,1.0397343607986103,0,-0.8092705281313612,589,28579.38,1,1.4285092557463224,60,0.8655899432525765,22,-0.005257357960922172,1.656428818443879,0.6422135394205011,4,0,1.539129979351768,1
42,0,1,0,58633.23,0.5261488207775291,0,0.3139323483860954,578,16116.67,4,1.9811836814727546,60,-0.19301838391203574,28,-0.45079616820856266,1.1594709515759456,1.8631129675588713,5,0,1.539129979351768,1
73,0,1,1,39383.19,-0.14533617513560337,0,0.4947870488422962,732,19078.95,1,0.15940501889303113,60,-0.08581385310220403,14,-0.8963349784562031,-0.5720578652396974,-0.5024174322301639,2,0,-0.29984484513209364,1
22,1,0,2,40245.27,-0.11526487215250338,0,-0.6093784907850341,564,9831.78,1,1.2729416396159188,36,-0.4091025163256029,28,-1.3418737887038437,0.2519672515901999,0.75597579857725,1,0,-0.29984484513209364,0
44,0,3,2,18875.14,-0.8607016650871316,0,-0.18103841075719054,694,9607.62,0,-0.10669748238265826,36,-0.49478602889202067,14,-0.005257357960922172,-0.704469648961601,-0.12859936600959654,4,0,1.539129979351768,1
64,0,2,3,70246.14,0.9312323779721996,0,-0.7331211805708556,440,8853.43,1,0.7857693680496557,36,-0.55224824003941,27,-0.45079616820856266,0.9512119975942182,1.5608809460656166,4,0,0.9261383711904809,1
50,0,0,0,40422.15,-0.1090948971250688,0,-1.047237239257941,753,19415.58,1,-0.24998344460803038,36,0.6820604475727012,9,0.4402814522867183,0.5291476442478588,1.066470161496097,2,1,-0.29984484513209364,1
58,1,2,4,19364.05,-0.8436484233898669,1,-0.3523744427683279,619,18128.74,5,0.5892629055691461,36,0.5919707705266677,17,1.3313590727819993,-0.7021854375115765,-0.4038873525251961,4,0,0.9261383711904809,1
22,1,0,0,13220.54,-1.0579483158624148,1,-0.5237104747794655,709,9692.3,1,0.5237607514089762,36,-0.45833503183337887,11,0.4402814522867183,-0.7662519244679784,-0.23460929375064246,2,0,0.31314676302919364,1
41,0,1,0,16936.71,-0.9283202380811456,0,2.3604460640746816,705,18627.46,7,0.45825859724880624,36,0.6433881609830132,14,-0.8963349784562031,-0.6992415003943087,-0.4084581715857091,1,0,-0.9128364532933809,1
53,0,0,1,37957.37,-0.19507270381672706,0,-0.3999677849936439,739,9656.48,0,-1.5108999121912992,36,-0.5456936151937003,10,-0.45079616820856266,-0.061453022402382526,0.5918377264489386,2,0,0.31314676302919364,1
32,0,0,0,7884.14,-1.2440940346344715,0,0.4281563697268538,692,5772.28,2,-0.0575708667625312,36,-0.9583800783960857,10,1.7768978830296398,-0.9354812735709702,-0.338391400965185,0,0,-0.9128364532933809,1
42,1,1,1,18014.35,-0.8907269234804744,0,0.3329696852762218,702,11345.92,3,0.581075136299125,60,-0.7016572719391179,12,-0.005257357960922172,-0.5607962648245274,0.12350512506524057,0,0,-0.9128364532933809,1
64,0,0,3,48453.69,0.17106550218713582,0,0.17115232171014763,610,5285.92,2,-0.7699067932543784,60,-1.2452177445608426,17,-1.7874125989514842,-0.5084015863886873,-0.1330191539863373,5,0,2.7651131956743424,1
45,1,0,4,27944.46,-0.5443460323541495,1,-0.4285237903288335,553,6268.32,1,1.068247407865388,36,-0.8677805971953856,29,-0.8963349784562031,-0.24230514010957738,-0.05427549074589032,2,0,0.31314676302919364,0
69,0,0,1,12516.84,-1.0824942680746779,0,3.66450364104834,818,10469.04,1,-0.9459438325598347,36,-0.4274190513111142,1,0.4402814522867183,-0.8709308644210645,-0.3159585793087502,3,0,0.31314676302919364,1
47,0,0,1,24864.78,-0.6517722461289652,0,-0.6284158276751606,629,6321.47,1,-1.0278215252600467,36,-0.917559331440304,16,-0.005257357960922172,-0.7800491044579057,-0.2533761383588376,4,0,0.9261383711904809,1
62,1,1,4,34248.84,-0.3244328858030467,0,-0.8283078650214877,685,10673.12,1,-0.2950161755931469,36,-0.37418093173095995,10,0.8858202625343587,-0.09684935549050364,-0.10778262176586975,0,1,-0.9128364532933809,0
48,0,0,1,63805.67,0.7065766386761287,0,0.20922699549040044,657,22298.23,7,0.703891675349443,36,1.120746922663069,16,0.8858202625343587,0.4030453546703184,1.3295725837156531,4,0,0.9261383711904809,1
36,1,1,4,47699.49,0.1447572979487195,3,0.39008169594660097,806,23171.53,1,-2.071762107187754,36,0.9593574931287031,3,-0.005257357960922172,0.8246054296314776,1.018470959317544,3,0,1.539129979351768,0
35,0,0,3,46684.56,0.10935319429740281,0,-0.7236025121257924,717,13275.22,1,0.3600053660085514,36,-0.023799819145293995,12,0.4402814522867183,-0.3826024806965605,-0.677771691104966,0,0,-1.5258280614546682,1
67,1,0,0,55926.72,0.4317406682885487,1,-0.8473452019116141,727,20613.2,1,0.5524179438540505,60,0.07772403679825608,11,-0.45079616820856266,0.8904900946189217,-0.784347649287568,0,0,-0.29984484513209364,1
71,1,0,0,13295.77,-1.0553237742462673,0,-0.5713038170047814,623,13225.93,0,1.109186254215494,36,0.012978909155633413,16,-0.45079616820856266,-1.111881862266795,-0.7026756860430626,3,0,0.31314676302919364,1
64,1,1,1,76626.81,1.1538077389856143,0,-0.21911308453744335,750,8606.43,2,-0.1762935211778387,36,-0.6186684384759362,5,1.3313590727819993,2.076241345190639,-0.8117806305928059,3,0,0.9261383711904809,1
75,0,0,2,76748.44,1.1580480271150522,4,-0.13344506853187454,759,2284.88,1,-0.9254744093847813,36,-1.390111368233506,9,-0.005257357960922172,2.0921170157236015,0.8169802560079877,1,0,-0.9128364532933809,1
72,0,1,2,25153.1,-0.6417135962029644,1,-1.3042412872746472,719,17789.74,4,0.8717409453848782,36,0.571615018922491,13,-0.005257357960922172,-0.24977894673353046,-0.5491626730662996,2,0,-0.29984484513209364,1
23,0,0,1,6018.9,-1.3091550399610754,3,-0.695046506790603,602,26387.55,1,1.5963585257817576,36,1.7333130290771281,22,-0.005257357960922172,-1.196289736416287,-0.671535944815332,0,0,-0.9128364532933809,0
57,1,1,0,80634.33,1.2935991134877867,1,0.6090110701830543,693,22884.38,4,-1.7974718366420426,60,0.03093129831638311,11,-0.45079616820856266,0.8536759219364496,1.3183998688241356,5,0,2.1521215875130553,1
71,1,0,0,6969.14,-1.2760113070796466,0,0.2758576746058426,727,23939.96,0,-0.6839352159191551,60,0.22454763334215583,10,-0.45079616820856266,-1.2389886990618255,-1.0682892239235173,4,0,1.539129979351768,1
27,0,1,4,45571.44,0.0705250475168856,0,-0.32381843743313854,714,8316.32,1,-0.21723236752794542,60,-0.9874753297945422,13,-0.005257357960922172,0.6679898255557151,-0.6565619075126689,0,0,-0.9128364532933809,1
41,0,0,1,27707.6,-0.5526047574078321,0,-1.0281999023678146,673,10351.45,1,0.9003981378299527,36,-0.35983358623535067,14,1.3313590727819993,-0.40842646885314465,0.056949715101557316,2,0,-0.29984484513209364,1
29,1,0,1,25314.19,-0.6360919703808177,0,-0.6664905014554134,608,21421.74,1,0.8348959836697828,60,0.1737857053703811,24,-0.45079616820856266,-0.7383525300398287,-0.7697397615262754,1,0,-0.29984484513209364,1
59,0,0,3,28021.38,-0.5416587026610606,0,0.05692830036938922,697,10606.79,7,0.08980898009785071,36,-0.3647859694521093,13,0.8858202625343587,-0.46644531631291103,-1.0150962554843221,3,0,0.31314676302919364,0
38,0,0,2,39324.09,-0.14739562405927878,0,-0.057295720971368924,593,15284.49,1,1.5062930638115233,36,0.2998165753203905,22,0.8858202625343587,-0.051258271488378485,-0.400268432639556,3,0,0.31314676302919364,1
24,0,1,1,10032.47,-1.1691543718690987,0,-0.7521585174609821,643,19958.98,5,0.6179200980142204,60,0.02860076503790856,16,2.22243669327728,-1.030678546173711,-1.0277241571088025,2,0,-0.29984484513209364,1
45,1,3,1,32388.96,-0.3893097127706228,3,2.5032260907506294,598,18787.69,1,1.9074937580425637,36,0.7820548910522522,22,0.4402814522867183,-0.24097211798062698,0.3487901706024483,4,0,0.9261383711904809,0
34,1,0,2,15417.43,-0.9813133750196262,0,-0.8283078650214877,665,500.0,7,0.5687934823940927,36,-1.5970918550280315,16,0.8858202625343587,-0.6844875793946628,-0.9350076537204319,4,0,2.7651131956743424,1
